,Description,Published,Meta_Url,Languages,Provider,Asset URL,Repository,Terms Of Service
14, The Spring Framework by Spring is a framework that provides developers with models for programming and configuration of Java-based enterprise applications. This framework also provides foundations for all of the other Spring projects.,07.27.2015,https://www.programmableweb.com/framework/spring-framework-spring,Java,Pivotal,http://projects.spring.io/spring-framework/,https://github.com/spring-projects/spring-framework,
15," TinEye offers reverse image search services to maintain a person's reputation or a brand's image. While match engine finds duplicate of an image, mobile engine connects the physical with the digital world using recognition capacities. This is the official Python library for the Commercial API, which allows to read and write data related to copyright compliance and image moderation.",07.27.2015,https://www.programmableweb.com/framework/tineye-python-library-tineye,Python,Idee,https://api.tineye.com/python/docs/,,
16," The PSK PHP Framework aims to provide tools for routing, API versioning, data transformation, authentication, documentation and testing. PSX allows for the building of a REST API around an existing application or create a new one from scratch.",07.27.2015,https://www.programmableweb.com/framework/psx-php-framework-psx,PHP,PSX,http://phpsx.org/,https://github.com/k42b3/psx-website,
17, Meteor JavaScript Framework aims for building modern web applications. The Framework allows for With Meteor writing apps in pure JavaScript that send data over the wire instead of HTML using open-source libraries.,07.13.2015,https://www.programmableweb.com/framework/meteor-javescript-framework-meteor,JavaScript,Meteor Development Group,http://www.meteor.com,https://github.com/meteor/meteor,
18, The HiFramework is a lightweight PHP framework built to create php applications.,07.13.2015,https://www.programmableweb.com/framework/hiframework-php-framework-diego-mariani,PHP,Independent Developer,http://hiframework.diegomariani.com/,https://github.com/diegomariani/HiFramework,
19," The Wee JavaScript frameworks aims to be a mobile-first CSS framework with reset, base, and Less mixin library features. It is written in JavaScript.",07.13.2015,https://www.programmableweb.com/framework/wee-javascript-framework-wee-power,JavaScript,Wee Power,https://www.weepower.com/?utm_content=buffer46f75&utm_medium=social&utm_source=twitter.com&utm_campaign=buffer,https://github.com/weepower/wee,
20, TourCMS Angular.js SDK by TourCMS provides developers an Angular framework to work with the TourCMS API.,06.30.2015,https://www.programmableweb.com/framework/tourcms-angular-sdk-tourcms,JavaScript,Travel UDC,https://github.com/TourCMS/ng-tourcms,,
21, The Cerebral JavaScript Framework aims to be a skeleton framework for application development. The framework is currently in the preview phase. It is written in JavaScript.,06.24.2015,https://www.programmableweb.com/framework/cerebral-javascript-framework-christian-alfoni,JavaScript,Independent Developer,http://www.christianalfoni.com/,https://github.com/christianalfoni/cerebral,
22," The Zikula PHP Framework by Zikula offers a web based application framework, fully extensible by modules, plugins and themes. It is written in PHP.",06.24.2015,https://www.programmableweb.com/framework/zikula-php-framework-zikula,PHP,Zikula,http://zikula.org/,https://github.com/zikula/core,
23, The Symfony PHP Framework by SensioLabs aims to provide a standard foundation for building PHP applications.,06.24.2015,https://www.programmableweb.com/framework/symfony-php-framework-sensiolabs,PHP,SensioLabs,http://symfony.com/what-is-symfony,https://github.com/symfony/symfony,
24," The BEAR.Resource aims to be a Hypermedia framework that allows for resources to behave as objects. Features include allowing objects to have RESTful web service benefits such as client-server, uniform interface, statelessness, resource expression with mutual connectivity and layered components. The Framework is written in PHP.",06.24.2015,https://www.programmableweb.com/framework/bear.resource-php-framework-bear.sunday,PHP,BEAR.Sunday,https://github.com/bearsunday/BEAR.Resource,https://github.com/bearsunday/BEAR.Resource,
25," The BEAR.Sunday PHP Framework aims to be a resource orientated framework with a REST centered architecture, implementing Dependency Injection and Aspect Orientated Programming' at its core. The frameowrk is written in PHP.",06.24.2015,https://www.programmableweb.com/framework/bearsunday-php-framework-bearsunday,PHP,BEAR.Sunday,http://bearsunday.github.io/manuals/1.0/en/index.html,https://github.com/bearsunday/BEAR.Sunday,
26, The Furtive CSS JavaScript Framework by Jon Otander is a JavaScript framework that allows for application developement using CSS.,06.24.2015,https://www.programmableweb.com/framework/furtive-css-javascript-framework-jon-otander,JavaScript,Independent Developer,http://furtive.co/?utm_content=buffer7277f&utm_medium=social&utm_source=twitter.com&utm_campaign=buffer,https://github.com/johnotander/furtive,
27, T3 JavaScript Framework aims to be a client-side JavaScript framework for building large-scale web applications. Its design is based on the principles of Scalable JavaScript Application Architecture. It is written in JavaScript.,06.24.2015,https://www.programmableweb.com/framework/t3-javascript-framework-box,JavaScript,Box,http://t3js.org/docs/,https://github.com/box/t3js,
