,Description,Category,Meta_Url,Source Code,Repository,Languages
19," The SynapsePay PHP Sample Code by SynapsePay explains a way to implement the SynapsePay API. Initialization method, transaction calls, and user calls are detailed.","Payments, Banking, Billing, Financial, Invoicing",https://www.programmableweb.com/sample-source-code/synapsepay-php-sample-code-synapsepay,https://github.com/synapsepay/synapse-pay-rest/blob/master/samples.md,,PHP
20, The SynapsePay Ruby Sample Code by SynapsePay explains a way to implement the SynapsePay API. User API calls and transaction calls are detailed.,"Payments, Banking, Billing, Financial, Invoicing",https://www.programmableweb.com/sample-source-code/synapsepay-ruby-sample-code-synapsepay,https://github.com/synapsepay/SynapsePayRest-Ruby/blob/master/samples.md,,Ruby
21, The SynapsePay Python Sample Code by SynapsePay explains a way to implement the SynapsePay API. User API calls and transaction calls are detailed.,"Payments, Banking, Billing, Financial, Invoicing",https://www.programmableweb.com/sample-source-code/synapsepay-python-sample-code-synapsepay,https://github.com/synapsepay/SynapsePayRest-Python/blob/master/samples.md,,Python
22," The Rdio Playback Android Sample Code by Rdio allows API interaction by authenticating users and playing samples of songs. Developers can obtain an OAuth 2.0, client ID, and client secret from the main developer site. Next, they can clone the sample app and modify variables to build a project.","Audio, Music, Streaming",https://www.programmableweb.com/sample-source-code/rdio-playback-android-sample-code-rdio,https://github.com/rdio/hello-android,,Java
23," The Rdio Guess the Artist iOS Sample Code by Rdio demonstrates how to use the API by working with authentication, music playback, and API calls. Includes resources to install, use, and access the Web Service API.","Audio, Music, Streaming",https://www.programmableweb.com/sample-source-code/rdio-guess-artist-ios-sample-code-rdio,https://github.com/rdio/rdioquiz-ios,,Objective-C
24, The Rdio Playback iOS Sample Code by Rdio demonstrates how to authenticate and playback using the SDK. Developers can create an app with OAuth 2.0 and modify client ID and client secret into the app credentials.,"Audio, Music, Streaming",https://www.programmableweb.com/sample-source-code/rdio-playback-ios-sample-code-rdio,https://github.com/rdio/hello-ios-playback,,Objective-C
25, The DataSift Python Sample Code by njdnet101 demonstrates how to interact with the API to implement data features into applications. An available example shows how to generate information from Marvel characters.,"Data, Integration, Intelligence, Real Time",https://www.programmableweb.com/sample-source-code/datasift-python-sample-code-njdnet101,https://github.com/njdnet101/datasift-sample,,Python
26," The DataSift C++ Sample Code by Simon J Scott demonstrates how to interact with the data features of the API. It contains a persistence buffer exercise, eclipse project files, and executable programs. Required libraries available on GitHub.","Data, Integration, Intelligence, Real Time",https://www.programmableweb.com/sample-source-code/datasift-c-sample-code-simon-j-scott,https://github.com/simonjscott/datasift,,C++
27," The Appstax Android Sample Code by Appstax Technologies explains several ways to integrate with the Appstax API. It demonstrates functions such as ""appstagram"", and ""chatstax"".","Backend, Application Development, Cloud, Data",https://www.programmableweb.com/sample-source-code/appstax-android-sample-code-appstax-technologies,https://github.com/Appstax/appstax-android/tree/master/examples,,Java
28," The Appstax JavaScript Sample Code by Appstax Technologies explains several ways to integrate with the Appstax API. It demonstrates functions such as ""chat"", and ""photobooth"".","Backend, Application Development, Cloud, Data",https://www.programmableweb.com/sample-source-code/appstax-javascript-sample-code-appstax-technologies,https://github.com/Appstax/appstax-js/tree/master/examples,,JavaScript
29," The Sphere.Io Clojure Sample Code by Sphere.Io demonstrates how to authenticate to access the API with the aim to implement eCommerce features into applications. Available code to aggregate client ID, client secret, and key. The project will display a number of products available in categories.","eCommerce, Marketing, Marketplace",https://www.programmableweb.com/sample-source-code/sphere.io-clojure-sample-code-sphere.io,https://github.com/sphereio/sphere-hello-api/tree/master/clojure,,Clojure
30," The Sphere.Io Node.js Sample Code by Sphere.Io demonstrates how to interact with the API, aiming to implement eCommerce features into applications. Because the project will display products, developers need to have categories to see the functionality of the example.","eCommerce, Marketing, Marketplace",https://www.programmableweb.com/sample-source-code/sphere.io-node.js-sample-code-sphere.io,https://github.com/sphereio/sphere-hello-api-nodejs,,Node.js
31," The Sphere.Io Ruby Sample Code by Sphere.Io shows how to interact with the API, offering an example to authenticate and obtain a number of products in a project. Sphere.Io features online shop, couch-commerce, point of sale, wearables, and innovations.","eCommerce, Marketing, Marketplace",https://www.programmableweb.com/sample-source-code/sphere.io-ruby-sample-code-sphere.io,https://github.com/sphereio/sphere-hello-api/tree/master/ruby,,Ruby
32, The Sphere.Io PHP Sample Code by Sphere.Io demonstrates how to interact with the API to implement eCommerce features into marketing applications. Developers will be able to authenticate their application. Examples contain code to run the SDK and the RAW projects.,"eCommerce, Marketing, Marketplace",https://www.programmableweb.com/sample-source-code/sphere.io-php-sample-code-sphere.io,https://github.com/sphereio/sphere-hello-api-php,,PHP
33," The Sphere.Io Java Sample Code by Sphere.Io demonstrates how to interact with the API, to implement eCommerce features into application. The aim is to list products in a development project. To experiment with code, users can run in Mac, Linux, and Windows.","eCommerce, Marketing, Marketplace",https://www.programmableweb.com/sample-source-code/sphere.io-java-sample-code-sphere.io,https://github.com/sphereio/sphere-hello-api/tree/master/java,,Java
34," The Sphere.Io iOS Sample Code by Sphere.Io demonstrates how to access a list of products available in a development project and display them in a table view. To work with the sample, users can install CocoaPods, install dependencies, open the workspace, insert project key, and run the project.","eCommerce, Marketing, Marketplace",https://www.programmableweb.com/sample-source-code/sphere.io-ios-sample-code-sphere.io,https://github.com/sphereio/sphere-hello-api/tree/master/ios,,Objective-C
35," The ClearBlade Patterns Sample Code by ClearBlade provides developers various ways to integrate and use external services/features with the ClearBlade Platform, using JavaScript. It also shows how to use the existing features on the platform to build simple yet powerful IoT features. Developers can get all the information on the ClearBlade Platform from the Documentation page at http://docs.clearblade.com/v/2/","Internet of Things, Mobile",https://www.programmableweb.com/sample-source-code/clearblade-patterns-sample-code-clearblade,https://github.com/ClearBlade/ClearBlade-Patterns,,JavaScript
36," The Sphere.Io JavaScript Sample Code by Sphere.Io demonstrates how to authenticate to access the API. To obtain token, developers can run a bash script that includes client ID, client secret, and project key. By running a server, users can open the project page.","eCommerce, Marketing, Marketplace",https://www.programmableweb.com/sample-source-code/sphere.io-javascript-sample-code-sphere.io,https://github.com/sphereio/sphere-hello-api/tree/master/javascript,,JavaScript
37," The Sphere.Io Go Sample Code by Sphere.Io demonstrates how to interact with the API. Contents include JSON configuration, in addition to lines of code that show how to install dependencies and how to run the project.","eCommerce, Marketing, Marketplace",https://www.programmableweb.com/sample-source-code/sphere.io-go-sample-code-sphere.io,https://github.com/sphereio/sphere-hello-api-golang,,Go
38," The Postmen .NET Sample Code by Postmen explains a way to implement the Postmen API. It details how to add addresses as JSON objects, and to create rates.","Shipping, Business, Marketplace",https://www.programmableweb.com/sample-source-code/postmen-.net-sample-code-postmen,https://github.com/postmen/sdk-net#examples,,.Net
39," HotelBeds Availability Request XML Sample Code by HotelBeds provides examples to implement the HotelBeds API, using xml:	1067	1070	1075	135813	145214	1506	1508	1526	1533	1539	1550	161032	170542	182125	187939	212167	215417	228671	229318	23476","Travel, Hotels",https://www.programmableweb.com/sample-source-code/hotelbeds-availability-request-xml-sample-code-hotelbeds,http://www.hotelbeds.com/schemas/messages,,xml
40," The LevelUp Ruby Sample Code by LevelUp details several functions of the LevelUp API. It features how to create an instance and authenticate it, how to retrieve a QR code, and others.","Payments, Financial, Merchants",https://www.programmableweb.com/sample-source-code/levelup-ruby-sample-code-levelup,https://github.com/TheLevelUp/levelup-sdk-ruby#usage,,Ruby
41, The LevelUp iOS Sample Code by LevelUp demonstrates a way to add payment capabilities to an iOS application. It features a sample of how to make network requests.,"Payments, Financial, Merchants",https://www.programmableweb.com/sample-source-code/levelup-ios-sample-code-levelup,https://github.com/TheLevelUp/levelup-sdk-sample-ios,,Objective-C
42, The LevelUp Android Sample Code by LevelUp is a sample application that demonstrates features such as deep link authorization and several others.,"Payments, Financial, Merchants",https://www.programmableweb.com/sample-source-code/levelup-android-sample-code-levelup,https://github.com/TheLevelUp/levelup-sdk-sample-android,,Java
43," The Walgreens Balance Rewards PHP Sample Code by Walgreens demonstrates API interaction to implement rewards features into applications, based on users' healthy behavior. Lines of code show how to setup the working environment, access the API with OAuth, save data with token, and post activity data in Walgreens.","Rewards, Health, Healthcare",https://www.programmableweb.com/sample-source-code/walgreens-balance-rewards-php-sample-code-walgreens,https://github.com/WalgreensAPI/BRHCAPI-PHP,,PHP
44," The Under Armour Python Sample Code by MapMyFitness demonstrates API interaction. Lines of code present how to authenticate with OAuth, authorize with token, send requests, and receive responses. In addition, it provides guides to work with client ID, localhost, and web server.","Fitness, Social, Time Tracking, Training",https://www.programmableweb.com/sample-source-code/under-armour-python-sample-code-mapmyfitness,https://github.com/mapmyfitness/api-examples/blob/master/python/oauth2_authoriza...,,Python
45," The Under Armour JavaScript Sample Code by Under Armour demonstrates API communication, providing lines of code to authorize with OAuth, access with token, send requests, and receive responses in JSON format.","Fitness, Social, Time Tracking, Training",https://www.programmableweb.com/sample-source-code/under-armour-javascript-sample-code-under-armour,https://github.com/mapmyfitness/api-examples/blob/master/javascript/oauth2_user_...,,JavaScript
46, The FitBit Android Sample Code by Chris Rae allows to communicate with the API data to implement fitness monitoring features into Android devices. Developers need a key and a secret key to experiment with the sample.,"Fitness, Health, Monitoring",https://www.programmableweb.com/sample-source-code/fitbit-android-sample-code-chris-rae,https://github.com/pugwonk/FitbitAndroidSample,,Java
47," The FitBit JavaScript Sample Code by Yeejie allows to sync wearable data accessible through the API. Resources contain controllers, models, routes, and views. Available configuration in JavaScript and responses in JSON.","Fitness, Health, Monitoring",https://www.programmableweb.com/sample-source-code/fitbit-javascript-sample-code-yeejie,https://github.com/yeejie/Rhythm-Sync,,JavaScript
48," The FitBit iOS Sample Code by Chris Wade demonstrates how to interact with the API, sending commands and receiving data. A test application shows code to work with tracker, controller, and device.","Fitness, Health, Monitoring",https://www.programmableweb.com/sample-source-code/fitbit-ios-sample-code-chris-wade,https://github.com/cmwdotme/fitbitfun,,Objective-C
49, The Amplitude iOS Sample Code by Amplitude describes ways to integrate the Amplitude iOS SDK with existing applications. This complete demo details functions such as tracking push notifications and several others.,"Tools, Analytics, Data, Marketing, Mobile",https://www.programmableweb.com/sample-source-code/amplitude-ios-sample-code-amplitude,https://github.com/amplitude/iOS-Demo,,Objective-C
50, The Amplitude Android Sample Code by Amplitude describes ways to integrate the Amplitude Android SDK with existing applications. This complete demo details functions such as accessing advertising IDs and several others.,"Tools, Analytics, Data, Marketing, Mobile",https://www.programmableweb.com/sample-source-code/amplitude-android-sample-code-amplitude,https://github.com/amplitude/Android-Demo,,Java
51," The Volusion C# Sample Code by Volusion shows how to obtain data from the API to implement online store features into an application. It provides code to work with product ID, product name, and stock status.","eCommerce, Business, Purchasing, Sales",https://www.programmableweb.com/sample-source-code/volusion-c-sample-code-volusion,http://support.volusion.com/article/api-integration-sample-code-developer,,C#
52," The Volusion VB Script Sample Code by Volusion demonstrates how to access the API with the aim to implement ecommerce features into applications. It contains code to work with order ID, order status, and total prices.","eCommerce, Business, Purchasing, Sales",https://www.programmableweb.com/sample-source-code/volusion-vb-script-sample-code-volusion,http://support.volusion.com/article/api-integration-sample-code-developer,,VBScript
53," The Automatic Tripviewer Ruby Sample Code by Automatic demonstrates how to view and export trips with the REST API. A demo app helps users to see trips, inspect individual trips, and categorize business trips. See more at https://tripviewer-rails.herokuapp.com","Auto, Analytics, Data",https://www.programmableweb.com/sample-source-code/automatic-tripviewer-ruby-sample-code-automatic,https://github.com/nateklaiber/automatic-tripviewer-rails,,Ruby
54," The Automatic OAuth Node.js Sample Code by Automatic demonstrates how to authenticate with OAuth to work with the REST API. Resources include code to run locally by installing, configuring, and view the app in the browser.","Auto, Analytics, Data",https://www.programmableweb.com/sample-source-code/automatic-oauth-node.js-sample-code-automatic,https://github.com/Automatic/automatic-oauth-example-nodejs,,Node.js
55," The SmartyStreets API offers JavaScript sample code to filter Zip code. Lines of code display JSON format to receive responses. In the sample, developers can obtain city and state that relate to the Zip code, review if the responses have been received, and initialize plugin with filters.","Zip Codes, Location, Mapping",https://www.programmableweb.com/sample-source-code/filter-zip-code-javascript-sample-code-smartystreets,http://jsfiddle.net/pitcrew/rm3dcm2e/,,JavaScript
56," The SmartyStreets API provides JavaScript sample code to return 5 digit Zip code. Lines of code show country, city, state, and Zip code to obtain responses based on accepted addresses.","Zip Codes, Location, Mapping",https://www.programmableweb.com/sample-source-code/return-5-digit-zip-code-javascript-sample-code-smartystreets,http://jsfiddle.net/pitcrew/q54fjupf/,,JavaScript
57," The Contentful JavaScript Sample Code by Contentful shows dynamic content from the Delivery API, seen as a demo in a live webinar in 2014. To work with the project, developers can obtain the code with git clone, and manage branches. Additional webinar info is available at https://www.contentful.com/blog/2014/07/22/contentful-webinar-content-delivery-api/","Content, Cloud, Content Management",https://www.programmableweb.com/sample-source-code/contentful-javascript-sample-code-contentful,https://github.com/contentful/cdn-webinar-store-demo,,JavaScript
58," The Contentful iOS Sample Code by Contentful shows how to preview Contentful Spaces on iOS devices. It works with systems 7 and higher. References include code to install via CocoaPods, update submodules, and use an Api Key.","Content, Cloud, Content Management",https://www.programmableweb.com/sample-source-code/contentful-ios-sample-code-contentful,https://github.com/contentful/discovery-app,,Objective-C
59, The Contentful Android Sample Code by Contentful demonstrates how to browse Contentful Spaces on Android devices. Resources include setup with Google Maps Android API and screenshots with visual examples related to ancient myths.,"Content, Cloud, Content Management",https://www.programmableweb.com/sample-source-code/contentful-android-sample-code-contentful,https://github.com/contentful/discovery-app-android,,Java
60, Teamwork C# Sample Code by Teamwork provides developers sample codes in C# to work with the TeamworkPM API.,Project Management,https://www.programmableweb.com/sample-source-code/teamwork-c-sample-code-teamwork,http://developer.teamwork.com/c_net,,C#
61," The Paymill .NET Sample Code by Paymill details several functions of the Paymill API. It explains ""clients"", ""offers"", and others.","Payments, Credit Cards, Financial, Invoicing, Mobile",https://www.programmableweb.com/sample-source-code/paymill-.net-sample-code-paymill,https://github.com/paymill/paymill-net/tree/master/samples,,.Net
62," The Paymill Java Sample Code by Paymill details several functions of the Paymill API. It explains how to implement ""refunds"", ""subscriptions"", and others.","Payments, Credit Cards, Financial, Invoicing, Mobile",https://www.programmableweb.com/sample-source-code/paymill-java-sample-code-paymill,https://github.com/paymill/paymill-java/tree/master/samples,,Java
63," The Paymill JavaScript Sample Code by Paymill details several functions of the Paymill API. It features several calls such as ""payments"", and ""preauthorization"".","Payments, Credit Cards, Financial, Invoicing, Mobile",https://www.programmableweb.com/sample-source-code/paymill-javascript-sample-code-paymill,https://github.com/paymill/paymill-js/tree/master/samples,,JavaScript
64," The Paymill PHP Sample Code by Paymill details several functions of the Paymill API. It features checksum models, payments, and webhooks.","Payments, Credit Cards, Financial, Invoicing, Mobile",https://www.programmableweb.com/sample-source-code/paymill-php-sample-code-paymill,https://github.com/paymill/paymill-php/tree/master/samples,,PHP
65," The Paymill Python Sample Code by Paymill details several functions of the Paymill API. It explains calls such as refunds, subscriptions, and transactions.","Payments, Credit Cards, Financial, Invoicing, Mobile",https://www.programmableweb.com/sample-source-code/paymill-python-sample-code-paymill,https://github.com/paymill/paymill-python/tree/master/samples,,Python
66," The Okta .NET Sample Code by Okta demonstrates how to interact with the API, providing a music store applications. It shows how to handle web logins, access profile data from inside the app, and manage users &amp; groups.","Security, Identity, Management",https://www.programmableweb.com/sample-source-code/okta-.net-sample-code-okta,http://developer.okta.com/docs/examples/dotnet_sample_application.html,,.Net
67," The Yammer Ruby Sample Code by Eduardo Bohrer demonstrates how to interact with the API to implement enterprise social networking features into web services. To work with the project, developers can access with OAuth, download script, create app, and run. Results should be able to demonstrate how to receive notifications.","Enterprise, Networking, Social",https://www.programmableweb.com/sample-source-code/yammer-ruby-sample-code-eduardo-bohrer,https://github.com/umovme/yammer-notifier,,Ruby
68," The Square Java Sample Code by Square demonstrates how to interact with the API to implement mobile payment features into applications. Code on GitHub shows how to connect with OAuth, set URL, specify credentials, compile with Maven, and run example.","Payments, Mobile, Purchasing",https://www.programmableweb.com/sample-source-code/square-java-sample-code-square,https://github.com/square/connect-api-examples/commit/fc087d60109a244a9109d24717...,,Java
69," The Urban Airship Android Sample Code by Urban Airship demonstrates how to interact with the SDK. Resources include Android studio setup and Eclipse setup. In the rich push example content, developers can find configuration and properties.","Engagement, Business, Marketing, Mobile",https://www.programmableweb.com/sample-source-code/urban-airship-android-sample-code-urban-airship,https://github.com/urbanairship/android-samples/,,Java
70, The Urban Airship iOS Sample Code by Urban Airship demonstrates how to interact with the API to implement mobile engagement features into applications. Resources on GitHub contain code to optimize uploads for region events and analytics based on location.,"Engagement, Business, Marketing, Mobile",https://www.programmableweb.com/sample-source-code/urban-airship-ios-sample-code-urban-airship,https://github.com/urbanairship/ios-library/tree/master/PushSample,,Objective-C
71," The Respoke iOS Sample Code by Respoke demonstrates how to access data from the API to implement WebRTC features into applications. The sample app available on the site works as an open source team collaboration app, that includes authentication, group messaging, audio calling, and video calling.","WebRTC, Audio, Chat, Video",https://www.programmableweb.com/sample-source-code/respoke-ios-sample-code-respoke,https://docs.respoke.io/client/ios/examples.html,,Objective-C
72," The Respoke Android Sample Code by Respoke demonstrates how to interact with the WebRTC features of the API. In the open source example, developers can find a remote team collaboration app with group messaging, audio calling, video calling, and group discovery.","WebRTC, Audio, Chat, Video",https://www.programmableweb.com/sample-source-code/respoke-android-sample-code-respoke,https://docs.respoke.io/client/android/examples.html,,Java
73," The Respoke JavaScript Sample Code by Respoke demonstrates how to implement the Web RTC features included in the API. Available in the demo application authentication, messaging, audio calling, and screen sharing. Visit the sample The Interview Room, an open source real time Web RTC app built with Respoke.","WebRTC, Audio, Chat, Video",https://www.programmableweb.com/sample-source-code/respoke-javascript-sample-code-respoke,https://docs.respoke.io/client/javascript/examples.html,,JavaScript
74," The OneDrive Explorer Android Sample Code by OneDrive demonstrates how to interact with the API to implement documents, file sharing, and storage features into applications. It contains a browser application to sign in with OneDrive and an access system to work with OneDrive.","Cloud, Documents, File Sharing, Storage",https://www.programmableweb.com/sample-source-code/onedrive-explorer-android-sample-code-onedrive,https://github.com/OneDrive/onedrive-explorer-android,,Java
75," The OneDrive Explorer C# Sample Code by OneDrive demonstrates how to interact with the API to implement file storage, document, and storage features into applications. Two main examples include a browser application with JSON responses and a C# library with .NET framework.","Cloud, Documents, File Sharing, Storage",https://www.programmableweb.com/sample-source-code/onedrive-explorer-c-sample-code-onedrive,https://github.com/OneDrive/onedrive-explorer-win,,C#
76," The OneDrive Explorer JavaScript Sample Code by OneDrive demonstrates how to interact with the API to implement file, document, and storage services into applications. Resources contain a sample application with JSON responses and a JavaScript library with OAuth2.","Cloud, Documents, File Sharing, Storage",https://www.programmableweb.com/sample-source-code/onedrive-explorer-javascript-sample-code-onedrive,https://github.com/OneDrive/onedrive-explorer-js,,JavaScript
77," The PlagScan PHP Sample Code by PlagScan demonstrates how to interact with the API to integrate anti-plagiarism features into web projects. Teachers and authors can benefit from the service, because it aims to eliminate copy and paste. Developers can implement contacting api@plagscan.com","Writing, Business, Education, Search",https://www.programmableweb.com/sample-source-code/plagscan-php-sample-code-plagscan,http://www.plagscan.com/api-guide#samples,,PHP
78," The PlagScan Java Sample Code by PlagScan demonstrates how to communicate with the API to implement anti-plagiarism features into web services. Useful for education and businesses interested in the original work of students and authors. For more information, developers can contact api@plagscan.com","Education, Business, Content",https://www.programmableweb.com/sample-source-code/plagscan-java-sample-code-plagscan,http://www.plagscan.com/api-guide#samples,,Java
79," The Stripe Payment PHP Sample Code by Ross Boucher demonstrates how to receive payments from a credit card in a mobile location. Code shows how to include card number, CVC number, expiration month, and expiration year. See examples to authenticate and to charge $10 with Stripe.","Payments, Credit Cards, Mobile, Purchasing",https://www.programmableweb.com/sample-source-code/stripe-payment-php-sample-code-ross-boucher,https://gist.github.com/boucher/1750375,,PHP
80," The Stripe JavaScript Sample Code created by Ross Boucher, demonstrates how to create a checkout form with the Code shows how to authenticate with API key, validate with credit card number, and submit form with its respective payment details.","Payments, Credit Cards, Mobile, Purchasing",https://www.programmableweb.com/sample-source-code/stripe-javascript-checkout-form-sample-code-ross-boucher,https://gist.github.com/boucher/1750368,,JavaScript
81," The Ghost Inspector JavaScript Sample Code offers example and configuration to test an application in a continuous integration environment, according to author Justin Klemm.","Testing, Automation, Monitoring",https://www.programmableweb.com/sample-source-code/ghost-inspector-javascript-sample-code-ghost-inspector,https://github.com/ghost-inspector/continuous-integration-example,,JavaScript
82," The Paymill Ruby Sample Code by Paymill details several functions of the Paymill API. It features webhooks, transactions, and subscriptions.","Payments, Credit Cards, Financial, Invoicing, Mobile",https://www.programmableweb.com/sample-source-code/paymill-ruby-sample-code-paymill,https://github.com/paymill/paymill-ruby/tree/master/samples,,Ruby
83," The Paymill Node.js Sample Code by Paymill shows ways to integrate with the Paymill API. It details functions such as how to create webhooks, and to create transactions.","Payments, Credit Cards, Financial, Invoicing, Mobile",https://www.programmableweb.com/sample-source-code/paymill-node.js-sample-code-paymill,https://github.com/paymill/paymill-nodejs/tree/master/examples,,Node.js
84, The Paymill iOS Sample Code by Paymill shows a way to integrate with the Paymill API. It details several functions such as debit card transactions.,"Payments, Credit Cards, Financial, Invoicing, Mobile",https://www.programmableweb.com/sample-source-code/paymill-ios-sample-code-paymill,https://github.com/paymill/paymill-ios/tree/master/samples,,Objective-C
85," The Paymill Android Sample Code by Paymill is a sample Paymill application. It details several functions such as ""CardTypeParser"", and the ""CreditCardValidator"".","Payments, Credit Cards, Financial, Invoicing, Mobile",https://www.programmableweb.com/sample-source-code/paymill-android-sample-code-paymill,https://github.com/paymill/paymill-android/tree/master/samples,,Java
